TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T2,16.1,18.6,32,75,86,0.74,935,68,27,104,0,None
T4,7.8,18.9,30,97,93,0.78,1891,64,30,118,0,None
T78,12.7,15.2,26,72,76,1.42,1303,63,18,239,0,None
T32,13.9,14,28,81,84,0.96,1413,79,26,192,0,None
T100,24.7,15.6,18,87,85,0.96,1794,73,24,134,0,None
T2,12,14,40,96,83,1.37,1627,66,23,73,1,Gearbox
T64,17.9,12.4,42,93,81,0.8,1258,74,22,43,0,None
T14,7.7,13.2,38,71,89,1.2,1495,76,35,241,0,None
T20,6.3,12.3,33,95,86,1.22,1003,66,18,212,0,None
T89,22.4,12.7,32,89,77,0.94,1429,80,30,191,0,None
T49,19.6,10.9,29,74,94,0.83,1371,78,23,260,0,None
T8,11.3,14.3,22,89,93,1.25,1736,76,28,247,0,None
T92,15.1,12.4,27,95,82,0.76,1780,74,35,49,0,None
T63,7.7,14.5,45,88,80,1.32,1859,61,25,101,0,None
T46,19.1,17.9,19,100,88,0.92,1843,60,31,264,0,None
T21,6.4,14.5,31,85,76,0.52,1998,63,17,180,0,None
T87,20.1,19.5,41,90,85,1.07,1678,78,26,80,1,Blades
T32,15.9,11.5,29,72,88,0.69,1583,64,23,169,0,None
T8,10.6,18.5,33,94,83,0.97,1062,74,29,157,0,None
T95,22.3,12.5,40,89,94,1.31,1415,80,16,288,1,Generator
T16,24.7,19.3,31,87,89,0.69,1374,79,24,36,0,None
T40,10.1,12.3,37,91,94,0.71,1708,68,25,194,0,None
T27,21.1,17.5,25,87,93,0.97,1202,74,32,49,0,None
T18,20,10.6,37,93,78,0.98,1858,75,23,279,0,None
T35,19.9,16.3,16,88,88,0.95,1142,71,21,245,0,None
T52,24.1,12.2,20,86,87,1.19,1432,70,23,215,0,None
T15,14.7,16.7,34,74,76,0.77,1939,64,24,56,0,None
T63,18.5,16.4,28,84,81,0.76,1278,74,20,234,0,None
T53,21.5,19.2,40,86,86,0.52,1701,66,16,274,0,None
T91,14.6,16.3,25,89,86,0.88,1269,66,35,52,0,None
T81,14.6,14.1,38,84,91,0.7,1466,65,30,285,0,None
T66,11.4,11.9,19,74,87,1.09,1753,61,35,277,0,None
T31,20.6,16.6,43,75,84,0.68,1796,77,28,155,1,Blades
T61,18.7,11.2,28,92,90,1.39,1827,77,33,248,1,Gearbox
T64,14,18.3,22,90,86,1.35,1010,74,24,144,0,None
T98,13.4,12.5,39,78,93,1.27,1840,79,22,95,0,None
T34,6.5,15.2,43,83,93,1.31,1061,73,35,242,1,Generator
T55,5.1,16,43,79,87,1.46,1200,73,18,137,0,None
T59,15.6,13.6,22,75,86,0.82,1968,78,19,101,0,None
T3,13.3,16.6,35,80,89,1.48,1059,64,28,242,0,None
T17,20.9,12.5,31,78,90,1.39,1176,69,20,109,0,None
T78,15.9,10.3,37,72,90,0.86,1269,74,24,30,0,None
T78,23.7,19.6,30,85,87,1.36,1787,65,34,287,0,None
T46,8.9,13.2,29,84,90,1.4,1253,65,20,64,0,None
T38,24.8,17.1,41,91,78,0.54,1809,78,25,103,1,Blades
T35,11,15.1,41,89,91,1.38,1126,80,30,39,1,Generator
T1,17.8,16.7,39,80,81,0.93,1561,68,16,220,0,None
T29,15,11.1,36,85,93,1.31,1956,65,16,55,1,Generator
T4,12.2,15.2,35,86,78,0.61,945,68,30,236,0,None
T61,7.8,13.9,17,98,75,0.67,1899,66,33,288,0,None
T97,7.7,14.5,37,99,75,1.48,1081,76,27,236,1,Gearbox
T17,19.2,19.7,34,94,79,0.92,1539,78,16,203,0,None
T28,12.6,11.4,24,87,77,1.3,954,68,24,261,0,None
T50,24.2,17.5,40,98,86,1.25,1528,72,29,237,0,None
T90,11.5,13.3,40,75,84,1.29,1577,62,28,207,0,None
T8,24.7,12.9,43,91,87,1.26,1788,69,19,89,1,Blades
T34,9.1,12.7,28,84,79,1.41,1358,60,16,176,0,None
T59,7.1,13.5,32,74,90,1.09,1907,73,33,295,0,None
T18,11.3,13.6,42,72,87,0.93,1307,64,20,289,0,None
T95,22.7,12.7,25,84,79,1.43,1001,78,35,126,0,None
T59,15.4,16.7,39,77,83,0.86,1325,73,17,106,0,None
T27,7.7,10.5,45,78,89,1.13,1237,79,17,72,0,None
T16,9,13.3,35,80,89,1.36,1391,79,28,229,0,None
T10,11.2,12.8,45,92,86,1.42,1120,63,20,127,1,Gearbox
T76,16.8,17.5,30,75,95,1.45,1307,70,34,66,1,Generator
T22,11.6,11.5,20,92,78,1.16,1875,64,20,144,0,None
T16,19.9,19.4,20,93,85,1.22,1618,69,27,47,0,None
T12,17.3,11.7,37,88,87,1,1118,69,23,251,0,None
T75,22.5,13.7,15,77,95,0.78,958,75,17,207,0,None
T84,15,12,35,72,86,0.52,1138,80,29,180,0,None
T51,11.6,12.9,20,82,84,0.72,1350,73,31,291,0,None
T1,24.9,17.6,45,95,93,1.48,1304,76,32,192,1,Gearbox
T27,12.1,14.8,20,73,85,1.31,1833,68,25,118,0,None
T67,13.6,11.6,32,92,94,0.98,1545,61,35,160,0,None
T12,21.2,10.5,35,84,90,0.84,1827,70,31,217,0,None
T30,6.8,12.3,40,97,78,0.56,1999,78,24,64,0,None
T9,12.7,19.5,29,81,78,0.51,1219,65,17,197,0,None
T53,6.7,18.5,43,91,81,1.26,1425,65,20,270,0,None
T61,7.8,14.4,29,92,76,1.49,1676,62,30,216,1,Gearbox
T54,5.1,14.8,23,76,86,0.75,1463,80,33,198,0,None
T37,5.2,19,33,75,92,0.77,1260,68,28,84,0,None
T65,12.6,15.9,35,73,83,1.43,1798,66,23,162,0,None
T42,21.2,18.8,30,91,88,1.1,1882,79,22,94,0,None
T49,16.7,14.9,37,86,95,0.67,1206,76,22,89,0,None
T4,17.7,12,28,73,79,0.55,1210,78,25,200,0,None
T64,15.4,17.3,15,79,82,1.06,1524,79,30,38,0,None
T79,21.4,15.3,23,74,75,0.95,1798,77,18,118,0,None
T51,22.6,16.7,43,73,80,0.93,1472,80,15,140,1,Blades
T91,22,11.6,38,79,91,1.47,966,73,17,64,1,Generator
T72,21.2,16.5,21,73,88,0.76,1225,65,28,146,0,None
T60,8.7,13.8,17,78,91,0.99,1453,63,32,234,0,None
T87,16.9,13.3,26,87,84,0.71,1710,72,23,195,0,None
T79,16.6,16.7,40,87,90,0.82,1752,67,22,123,0,None
T91,15.6,15.9,18,75,87,1.27,1728,63,15,126,0,None
T31,14.6,16.5,31,76,82,0.7,1004,76,16,201,0,None
T72,6.8,19.7,23,96,83,1.18,1578,67,30,244,0,None
T94,7,17,37,75,86,0.63,1368,69,17,246,0,None
T58,23,16.4,15,71,94,0.69,1245,72,32,123,0,None
T82,17.6,16.1,23,77,94,0.52,1810,68,31,253,0,None
T4,10.2,14,35,87,95,1.13,1294,77,31,251,0,None
T22,10.6,18.4,31,70,75,1.49,1101,80,29,249,0,None
T3,17.2,13.8,38,100,89,1.16,1665,68,15,31,0,None
T79,13.1,17,20,77,93,1.42,1049,64,24,294,1,Generator
T99,13.8,12.9,31,77,90,1.03,1223,66,18,100,0,None
T47,6.2,11.5,21,92,83,1.18,1389,73,22,280,0,None
T38,7.8,11.3,34,77,89,1.43,1056,62,26,297,0,None
T33,12.9,16.3,19,82,84,0.59,1216,73,30,206,0,None
T78,19,13.3,19,86,89,1.1,1606,71,20,208,0,None
T48,6,12.8,25,71,91,1.08,1513,61,22,155,0,None
T65,11.7,15.9,27,95,92,0.53,1829,68,19,35,0,None
T26,18.9,10.3,30,85,90,0.66,1055,65,35,55,0,None
T8,20.8,12.5,32,79,78,1.05,1850,63,34,78,0,None
T50,8.8,13.4,29,82,94,1,983,79,28,114,0,None
T80,19.6,17.1,16,72,79,0.84,1718,66,31,249,0,None
T38,24.1,15.5,25,92,82,1.2,1128,70,29,296,0,None
T10,23.1,18.6,17,86,84,0.86,1893,72,32,135,0,None
T42,20.8,13.3,19,97,89,1.27,946,73,34,140,0,None
T37,19.2,13,18,84,89,1.31,1538,68,34,50,0,None
T26,9.7,10.3,20,95,94,1.14,914,65,26,171,0,None
T92,17.7,19.5,39,76,79,0.78,1710,71,34,233,0,None
T12,17.9,15,34,72,84,1.3,937,76,23,55,0,None
T84,13.1,15,30,98,79,0.75,1700,78,19,270,0,None
T49,14.9,19.2,37,78,88,0.8,1789,72,20,160,0,None
T14,18.9,12.9,44,95,79,1.11,1885,71,24,48,0,None
T46,24,13.3,28,78,92,1.19,1295,79,20,169,0,None
T35,10.9,16.6,26,75,95,0.87,1497,64,18,84,0,None
T29,9.9,17.9,44,92,81,1.09,1707,60,23,31,0,None
T12,17,17,38,93,90,0.75,1803,70,27,199,0,None
T82,7.6,17.9,38,95,86,1.29,1761,61,34,288,0,None
T44,16.7,15.8,33,96,82,1.49,1833,61,27,116,1,Gearbox
T66,6.8,18.6,30,84,79,1.2,1887,61,30,165,0,None
T2,14.8,15.5,32,82,89,0.82,1615,72,29,185,0,None
T59,17.4,12.3,35,93,78,0.85,1091,73,23,89,0,None
T17,6.4,15.4,26,87,81,0.53,1817,65,19,235,0,None
T10,9.1,17.1,38,99,93,1.15,1410,69,21,153,0,None
T18,11.7,16.5,42,81,85,1.1,956,68,33,176,0,None
T22,12.4,12.4,32,71,92,1.45,1589,70,18,289,1,Generator
T83,18.5,10.4,26,88,90,0.9,1700,64,17,164,0,None
T58,15.6,12.5,36,81,83,1.43,1404,76,32,70,0,None
T53,12.6,19.8,20,80,79,1.26,1457,66,26,210,0,None
T1,14,11.8,44,87,77,0.79,1505,67,29,212,0,None
T88,5.3,14.6,35,98,94,0.52,1178,73,32,49,0,None
T61,20.4,16.4,17,78,81,1.23,1311,80,22,145,0,None
T100,5.8,18.8,31,81,88,1,1788,64,30,66,0,None
T89,21.6,17.6,38,97,90,1.46,933,67,28,238,1,Gearbox
T100,15.8,19.1,23,97,79,0.52,1513,67,15,127,0,None
T31,15.6,16,17,77,89,1.02,935,71,29,90,0,None
T31,19.1,18.7,30,91,75,1.29,1122,77,22,156,0,None
T66,22.2,12.6,40,82,83,1.29,1310,75,19,263,0,None
T19,23.9,14.3,23,98,82,1.17,1105,64,34,75,0,None
T53,15.9,18.4,37,92,94,0.89,1833,74,30,212,0,None
T76,8,13.3,27,85,95,0.57,1857,63,15,194,0,None
T74,22.6,18.7,17,95,81,0.8,1068,64,30,76,0,None
T95,5.8,13.6,24,100,87,1.15,1882,68,32,77,0,None
T22,21.1,13.6,24,83,90,1.27,1153,67,22,44,0,None
T23,18.6,13.1,42,81,79,1.32,913,77,22,188,0,None
T87,23.1,15.5,44,88,89,1.27,1711,80,23,203,1,Blades
T15,22.9,11.3,21,90,80,0.82,1470,64,24,44,0,None
T26,6.1,10.4,28,91,78,1.19,1448,73,23,275,0,None
T3,17.2,19,44,84,92,1.47,903,72,25,179,1,Generator
T87,7.5,19.3,27,80,85,0.64,1976,75,34,209,0,None
T20,6.6,10.8,25,95,81,1.23,1816,74,16,201,0,None
T40,14,15.5,18,99,83,0.91,1964,66,35,112,0,None
T39,7,15.4,38,96,83,0.72,1168,77,32,187,0,None
T72,19.6,13.7,28,90,90,0.82,1564,70,31,284,0,None
T18,24.4,15.7,34,81,93,0.67,1721,79,24,253,0,None
T41,16.4,14.6,30,89,85,1.32,1784,71,17,70,0,None
T70,9.7,14.9,20,73,81,0.89,1760,66,27,132,0,None
T27,21.9,17.6,20,86,90,1.44,1530,78,33,59,0,None
T100,22.1,15.3,43,93,93,1.47,935,77,24,154,1,Gearbox
T15,19.7,13.2,42,78,77,1.47,1993,79,16,53,0,None
T37,17.3,15.8,33,85,91,0.66,1026,78,15,130,0,None
T58,22.4,16.4,15,72,86,0.85,1099,65,17,174,0,None
T5,8.3,16.6,28,95,92,0.81,1807,76,27,230,0,None
T73,23.6,16.2,31,81,85,1.42,1011,72,35,108,0,None
T7,23.9,16.6,28,87,92,0.59,1135,68,29,41,0,None
T41,22.4,13.1,43,81,86,1.09,922,60,18,113,1,Blades
T84,10,14.5,16,88,78,0.99,1072,74,32,75,0,None
T10,22.2,16.7,35,92,75,1.48,1625,77,28,78,1,Gearbox
T62,15,17.5,24,80,87,1.46,1297,72,21,275,0,None
T26,16.9,14.3,32,86,87,0.92,1049,66,25,56,0,None
T68,21.8,13.7,35,94,79,0.94,1190,61,23,121,0,None
T24,5.6,17.2,28,91,92,0.88,1729,73,32,55,0,None
T78,12.3,12.2,19,72,92,1.29,1513,68,34,76,0,None
T41,21.3,10.1,31,87,91,0.6,1424,70,17,113,0,None
T65,21.3,14.7,43,81,94,0.62,951,71,18,148,1,Blades
T17,22,11.7,31,91,85,1.2,1463,75,17,172,0,None
T24,8.4,13.8,19,71,89,0.52,1430,71,23,183,0,None
T27,19.1,12.9,40,80,93,1.17,1387,71,34,263,0,None
T7,7.9,17.8,22,73,84,0.63,1436,70,35,172,0,None
T73,20.7,13.3,26,98,87,1.29,982,69,27,49,0,None
T99,9.9,16.4,28,96,85,1.24,1926,72,24,238,0,None
T12,19.8,16.7,25,99,95,0.68,1237,60,21,118,0,None
T85,14.1,14.6,27,89,84,1.26,1618,74,15,140,0,None
T3,24.7,10.8,39,94,81,1.29,1295,66,20,114,0,None
T79,16.6,17,22,88,88,1.43,1261,67,18,37,0,None
T85,17.7,10.8,29,85,81,1.22,1697,72,15,129,0,None
T10,12.4,11,16,95,92,1.37,1361,65,33,153,1,Gearbox
T33,19.7,12,30,93,93,1.14,1577,73,17,252,0,None
T46,14.9,12.8,18,92,82,1.13,1202,63,29,235,0,None
T59,5.4,18.5,23,97,82,1.18,1192,73,33,104,0,None
T52,17.2,16.7,25,98,77,0.91,1119,74,18,115,0,None
T6,21.6,13.9,17,83,80,0.73,1231,74,20,133,0,None
T2,9.7,19.8,26,78,76,0.91,971,75,20,68,0,None
T29,9.4,12.4,30,85,90,1.09,986,70,17,190,0,None
T40,17.2,16.1,28,73,79,1.19,1838,77,33,63,0,None
T97,21.4,18.5,23,98,77,0.96,1208,65,32,193,0,None
T61,10,18,24,100,78,0.83,1492,68,23,61,0,None
T68,23.6,10.9,34,90,83,0.75,1446,79,30,111,0,None
T68,23.5,17,37,92,83,0.68,1598,76,25,183,0,None
T29,9,12.6,32,80,93,0.98,1613,75,29,109,0,None
T62,10.3,13.6,44,96,81,1.21,1303,74,29,163,0,None
T60,19,14.9,43,97,89,1.33,1047,62,31,107,1,Gearbox
T84,24,17.9,18,72,93,0.85,1095,79,33,113,0,None
T41,19.2,11.7,23,74,92,1.11,1295,66,31,107,0,None
T87,13.9,11.1,41,78,79,0.98,1516,63,29,73,0,None
T82,8.4,11.5,16,91,81,1.47,1576,60,27,151,1,Gearbox
T89,14.2,12.2,33,76,76,1.38,1926,68,19,100,0,None
T65,17.1,10.6,44,77,85,1.38,1236,73,21,119,0,None
T64,11.6,19.3,35,81,83,1.08,1020,68,17,177,0,None
T79,15.2,13.2,18,88,86,0.94,1491,76,20,251,0,None
T63,7.6,11.8,37,99,84,1.15,973,64,26,267,0,None
T98,14,16.4,26,94,90,0.66,1082,63,34,189,0,None
T48,6.8,17.9,43,87,88,1.38,1510,65,18,81,0,None
T20,6,17.5,24,71,84,0.77,1917,61,24,242,0,None
T37,22.1,17.2,29,86,76,1.33,1115,77,30,41,0,None
T64,9.1,10.5,37,76,82,0.8,1299,63,31,290,0,None
T91,16.5,17.8,23,79,81,1.02,1387,68,19,252,0,None
T86,8,15,20,78,77,1.27,1949,69,19,200,0,None
T5,10.3,16.5,15,80,81,0.89,1709,65,27,77,0,None
T34,12.2,19.6,30,72,95,0.86,1265,78,33,159,0,None
T39,7.9,18.1,43,87,91,1.39,1199,75,31,223,1,Generator
T67,5.9,18.3,23,71,91,0.57,1470,61,23,232,0,None
T81,22.5,11.8,16,90,92,1.34,1320,69,28,224,1,Generator
T62,5.2,14.8,34,92,92,1.43,1578,63,20,62,1,Gearbox
T88,6.2,19.5,17,85,82,1.06,1488,73,24,52,0,None
T24,21.1,15.8,30,93,81,1.2,937,70,26,231,0,None
T3,10.6,11,26,99,82,1.36,982,76,28,88,1,Gearbox
T71,19.5,17.3,29,80,91,0.94,1047,74,23,124,0,None
T89,7.9,10.4,20,89,91,1.38,1616,76,16,237,1,Generator
T67,9.7,17.4,18,80,75,0.87,1975,78,34,285,0,None
T79,16.5,18.8,37,83,94,0.81,1398,64,34,138,0,None
T93,24.8,14.3,22,71,81,1.48,1064,72,29,75,0,None
T50,6.5,14.1,39,72,88,0.53,1571,63,20,169,0,None
T29,13,13,38,94,88,0.82,1588,65,27,139,0,None
T74,5.9,18.8,21,74,77,0.96,1731,65,21,215,0,None
T32,9,15.5,42,91,89,0.81,1681,67,29,166,0,None
T87,23.1,15.8,20,91,86,0.78,1657,76,22,122,0,None
T39,6.9,16.6,39,100,87,0.87,1697,66,26,93,0,None
T9,22.1,13,28,91,84,0.9,1801,75,16,102,0,None
T14,8.6,14.3,20,74,91,0.57,1885,60,35,51,0,None
T68,22.2,17.4,43,89,88,1.28,904,72,28,75,1,Blades
T64,15.8,19.9,44,86,79,0.67,1633,66,34,203,0,None
T20,22.6,10.3,30,98,90,0.54,1935,75,30,92,0,None
T28,8,10.4,29,91,85,1.09,1734,80,26,135,0,None
T14,20.2,14.3,42,86,76,1.17,990,71,30,292,1,Blades
T44,18.6,16.6,33,89,83,1.26,1710,71,24,238,0,None
T98,15.9,13.9,23,83,83,0.59,1178,79,34,35,0,None
T77,21.2,20,28,85,91,0.67,1102,67,30,117,0,None
T95,18,12,40,92,80,0.68,1124,68,17,84,0,None
T97,22.5,10.1,41,72,84,1.09,1969,74,34,280,1,Blades
T39,12.6,11.9,43,88,76,1.39,1625,70,27,107,0,None
T28,16.8,18.9,24,73,93,1.21,1976,75,24,152,0,None
T64,22.4,11.5,35,96,84,0.81,1832,68,31,268,0,None
T89,9.3,14.8,17,98,92,1.35,1917,74,20,213,1,Gearbox
T32,14.7,14.2,37,93,89,1.17,1510,75,34,142,0,None
T9,24.2,16.7,32,92,81,1.19,1284,73,18,134,0,None
T28,14.5,10.5,22,98,89,1.46,1712,64,21,175,1,Gearbox
T95,10.1,16.6,35,77,84,1.45,920,70,33,272,0,None
T17,12,13.5,19,77,82,0.89,1608,79,27,63,0,None
T87,22.7,19.3,25,84,88,1.14,1952,62,32,223,0,None
T77,24.1,18.5,27,70,90,0.7,1830,74,19,193,0,None
T55,24,14,38,99,89,0.91,1108,76,31,56,0,None
T10,19,19.9,24,71,84,0.77,1041,74,19,37,0,None
T80,15.2,10.5,16,88,80,0.87,1809,62,30,158,0,None
T6,8.7,17.9,20,81,91,1.18,959,61,18,247,0,None
T48,7.5,14.3,33,73,82,0.71,1995,70,22,129,0,None
T75,6.2,14.3,15,71,87,0.68,1414,66,25,161,0,None
T67,5.4,11.7,39,78,77,0.88,1920,68,33,39,0,None
T92,22.6,15.1,42,73,90,0.6,1792,65,30,126,1,Blades
T41,21.2,10.8,30,98,94,1.31,1667,76,21,108,1,Gearbox
T79,16.4,16.2,36,77,84,1.46,1126,77,24,273,0,None
T60,25,12.4,29,73,86,1.3,994,60,22,142,0,None
T77,24.1,17.2,24,93,93,1.03,1621,76,34,276,0,None
T42,18.1,16.1,20,82,91,1.17,1109,73,18,220,0,None
T81,14.3,17.5,31,95,94,1.31,1812,69,33,242,1,Gearbox
T71,8,17.5,43,95,80,0.57,974,62,32,108,0,None
T28,15.3,12,42,100,84,0.92,1476,73,18,247,0,None
T13,8.2,10,43,94,84,0.64,1364,65,20,32,0,None
T81,13,13.7,44,76,84,0.59,1917,71,29,187,0,None
T15,23.9,19.2,20,88,93,1.26,1888,64,29,110,0,None
T36,11.8,15.8,19,86,79,1.36,1692,78,20,163,0,None
T92,8.1,17.3,28,85,93,0.58,1731,67,28,106,0,None
T15,16.6,18.8,36,79,86,0.68,1677,74,29,109,0,None
T75,17,19.1,28,76,86,0.72,1642,70,16,222,0,None
T56,8.9,15.3,42,92,83,1.36,1997,78,23,230,1,Gearbox
T95,8.9,15.4,37,73,86,1.41,1710,65,33,150,0,None
T4,24.8,18.5,34,71,91,1.26,1940,79,33,271,0,None
T99,9.9,18.1,17,81,85,1.3,1381,75,28,207,0,None
T98,21.8,17,20,92,91,0.84,1998,74,28,106,0,None
T52,14.4,16,28,96,83,0.91,1576,77,32,178,0,None
T91,13.7,16.2,44,86,79,0.78,1895,73,22,100,0,None
T10,10.9,13.6,25,95,83,1.46,1000,62,16,180,1,Gearbox
T94,20.5,18.4,34,71,89,1.23,1572,74,32,222,0,None
T45,22.6,16.2,45,84,92,0.84,1992,69,21,50,1,Blades
T84,10.2,12.2,23,74,90,0.64,973,71,28,198,0,None
T29,6.9,12.4,20,87,82,0.69,1942,68,25,259,0,None
T53,7.7,18.6,31,98,87,0.7,1060,63,18,114,0,None
T29,20.9,16.3,32,70,82,1.11,1996,70,23,272,0,None
T23,13.7,14,43,90,89,1.4,1218,61,20,82,0,None
T57,7.6,11.9,16,94,84,1.37,1773,61,15,51,1,Gearbox
T50,11.8,16.1,27,92,90,0.57,930,71,25,127,0,None
T21,15.3,11.8,24,71,75,1.21,1215,64,26,268,0,None
T43,22,14.7,32,75,82,0.67,1564,72,21,117,0,None
T10,17.8,16.8,15,73,93,0.81,1150,64,21,151,0,None
T76,8.5,15.7,36,73,81,1.04,1737,76,24,60,0,None
T30,8.2,19.2,30,92,83,1.34,1643,63,27,40,1,Gearbox
T51,13.2,10.4,36,83,91,0.74,1990,69,34,124,0,None
T33,6.5,12.8,28,92,77,1.37,1543,69,25,81,1,Gearbox
T18,20.1,10.6,29,81,81,1.23,1745,72,34,54,0,None
T78,13,11.9,42,74,90,1.17,982,68,34,106,0,None
T22,11.9,11.2,21,92,94,0.63,947,73,27,109,0,None
T64,15.2,17.3,22,89,91,0.97,1540,75,26,73,0,None
T21,19.2,13.7,32,73,78,0.78,1984,62,16,170,0,None
T1,16.4,19.3,35,98,92,1.09,1196,61,19,48,0,None
T15,21,10.2,26,79,85,1.17,902,74,35,218,0,None
T36,17.6,16.5,31,90,91,0.57,1275,77,30,249,0,None
T47,20.8,19.7,22,71,80,1.14,1713,70,28,183,0,None
T54,18.9,11.8,19,83,82,1,1782,73,26,283,0,None
T86,8.9,14.4,22,99,93,1.34,1759,66,29,199,1,Gearbox
T32,6,17,42,97,93,1.29,989,77,29,208,0,None
T58,23.1,16.3,39,77,81,0.91,1748,75,19,238,0,None
T46,23.9,15.7,19,96,77,1.48,990,72,31,154,1,Gearbox
T54,19.5,13.3,16,79,94,1.09,1986,66,24,147,0,None
T33,19.5,17.3,18,96,81,1.46,1308,69,29,292,1,Gearbox
T39,10.4,16.5,24,92,77,1.22,1663,66,22,53,0,None
T23,15.8,11.6,39,81,82,0.91,1433,69,27,46,0,None
T43,24.8,19.6,25,97,81,0.73,1165,61,30,215,0,None
T55,22.1,15.6,21,85,77,0.97,1572,62,27,299,0,None
T2,11.1,15.3,27,80,95,1.44,918,64,28,161,1,Generator
T66,11,18.5,19,78,81,0.63,1456,78,19,237,0,None
T38,14.7,16.4,29,98,80,0.96,943,69,25,78,0,None
T29,13.1,10.7,35,93,83,0.85,1525,70,20,175,0,None
T67,12.4,15.1,26,80,83,1.37,1403,71,22,82,0,None
T71,17.5,17.8,20,78,84,1.3,1884,70,31,41,0,None
T36,5.2,17,29,76,93,1.05,1963,62,16,142,0,None
T29,20.3,19.7,38,77,76,0.92,1616,66,20,113,0,None
T37,19.8,10.2,17,73,94,1.18,1104,61,31,226,0,None
T100,21.6,12.6,17,85,88,1.45,1476,61,32,215,0,None
T87,21.8,15.5,25,71,89,0.6,902,62,19,40,0,None
T45,16.3,16.2,27,70,78,1.4,1745,78,18,144,0,None
T16,20.6,12.7,21,89,82,0.79,945,64,31,158,0,None
T31,14.8,18.3,16,73,76,0.5,1788,61,29,179,0,None
T34,24,11.6,22,95,88,1.24,1191,60,26,204,0,None
T50,8.8,10,28,73,82,1.29,1175,72,24,59,0,None
T65,23.3,19.5,17,86,86,0.8,999,72,33,240,0,None
T82,10.2,13.9,36,90,90,1.28,1654,65,21,166,0,None
T62,7.1,19.6,32,77,86,1.3,1303,66,28,152,0,None
T43,13.8,12.8,28,97,76,1.18,999,67,34,295,0,None
T56,17.3,10.6,31,84,76,0.54,1253,67,18,126,0,None
T15,9.6,17.7,35,79,92,1.17,1914,76,19,279,0,None
T48,16.1,18.4,45,97,80,1.43,938,79,17,246,1,Gearbox
T49,21.2,14.9,38,96,82,1.12,1636,72,20,213,0,None
T81,10.1,10.7,31,91,79,0.87,1451,68,26,154,0,None
T44,16.6,16.5,38,79,89,1.06,1557,66,22,244,0,None
T10,11.8,11.8,29,82,83,1.49,1331,77,26,41,0,None
T20,15.6,18.5,24,91,84,0.97,1430,62,25,125,0,None
T70,18.3,12.7,23,76,88,1.34,1735,69,26,183,0,None
T8,12,18.5,27,85,87,0.64,1431,73,34,159,0,None
T45,24.9,14.3,15,92,90,0.56,1314,65,19,196,0,None
T34,16.3,16,20,90,90,0.89,1203,63,28,290,0,None
T96,21.5,17.9,19,92,84,0.64,1396,73,24,241,0,None
T51,19.5,10.4,44,97,79,0.83,1533,72,29,89,0,None
T4,22.1,18.2,17,99,79,1.22,1312,72,27,238,0,None
T39,8.5,11.4,30,84,89,0.95,1891,80,30,145,0,None
T84,9.5,13.6,43,72,80,0.82,1996,66,26,69,0,None
T24,14.7,14.7,33,95,84,1.39,1125,80,29,233,1,Gearbox
T88,22,19,30,74,77,0.51,1609,61,30,88,0,None
T55,9,10.2,37,77,77,1.31,1127,61,19,277,0,None
T26,24.4,15.6,26,90,80,1.12,1495,77,33,157,0,None
T25,7.6,16.4,21,92,77,0.55,1333,66,29,31,0,None
T36,8.5,13.2,40,91,80,0.53,1170,67,17,70,0,None
T71,8.3,12.9,17,83,86,0.67,1276,61,32,95,0,None
T74,16.7,14.9,39,98,90,1.48,1036,60,19,151,1,Gearbox
T58,23.4,11.9,18,95,76,0.59,987,73,27,245,0,None
T12,10.1,14.7,34,90,87,1.24,1395,70,21,67,0,None
T1,16.1,17.7,29,83,82,0.9,1797,75,27,58,0,None
T50,8.5,18.5,45,84,80,0.74,1651,65,33,134,0,None
T25,17.6,13.9,27,75,76,1.08,1555,77,33,229,0,None
T80,7.5,16.2,44,93,82,0.87,1363,65,31,79,0,None
T5,14.8,10,27,96,91,0.81,1415,69,31,97,0,None
T83,18.1,15.5,35,95,86,0.74,924,67,25,100,0,None
T68,16.6,19.8,34,86,91,0.96,1934,77,32,246,0,None
T6,7.8,13.1,18,95,83,0.67,1242,76,24,164,0,None
T26,8.2,15.9,37,94,92,1.35,1906,69,19,139,1,Gearbox
T55,18.4,17.6,21,95,78,1.09,1688,67,33,229,0,None
T39,21.2,16.1,27,99,91,0.56,1518,76,24,279,0,None
T9,23.2,14.2,38,94,85,0.96,1390,64,27,204,0,None
T45,21.3,11.5,43,78,90,1.13,1255,79,28,58,1,Blades
T14,24.5,14.6,32,95,80,1.36,1602,66,17,132,1,Gearbox
T55,13.2,12.9,31,81,85,0.52,1967,69,22,242,0,None
T9,11.6,17,30,85,90,0.96,1785,76,22,120,0,None
T15,5.6,14.4,39,94,85,1.21,1330,76,29,62,0,None
T37,14,18.5,45,80,84,0.7,1430,74,29,299,0,None
T50,18,11.9,34,71,91,0.72,1415,62,35,188,0,None
T84,21.3,14.2,26,92,78,0.99,1185,65,30,258,0,None
T72,10.3,15.6,22,97,85,1.38,1832,74,19,250,1,Gearbox
T96,15.3,11.3,21,98,91,0.9,1662,77,22,209,0,None
T21,18.2,15.9,41,94,92,0.98,1557,63,18,145,0,None
T57,16,12.9,45,98,77,1.14,1377,80,32,61,0,None
